"website","url","title","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/fraud-operator-at-ionos-2555257386,Fraud Operator,"As a member of the IONOS Fraud Operations team, you will work for Europe's largest hoster and contribute your knowledge and experience to better protect our operational processes in fraud management. We offer an exciting, international field full of globally scalable Internet and telecommunications technologies.As a Fraud Operator, you will be responsible for the examination of application data, usage behavior, derivation of risk-minimizing measures, and proactive escalation and elimination of abnormalities. You can expect modern, globally distributed, and massively scalable infrastructures. In a culture which places great value on creative ideas, agile working methods, initiative, and participation.You will be faced with the following tasks:- Examination and initiation of risk-minimizing measures:Suspected fraudulent application data (prevention / detection).Exceptional chargeable consumption (detection).Suspected fraudulent hardware and software orders.Fraudulent samples with multiple orders (detection).Suspicious acts of fraud in contracts within the group.Suspected fraudulent feature orders.Fraudulent brokering of contracts.-Answering of customer inquiries in the area of fraud.-Creation of damage reports in the event of suspected fraud.-Recognition of load peaks and initiation of necessary remedial measures.-Detection of abnormalities in manual processing .-Recognition of newly occurring fraud scenarios and initiation of necessary measures.-Resolving technical malfunctions and escalating problems.Requirements-Advanced knowledge of fraud.-Knowledge of the tools used in fraud.-Knowledge of the basic analysis techniques.-Experience dealing with Billing Topics.-Knowledge of the different payment options on the Internet.-Confident handling of application software.-Customer and service orientation.-Basic SQL-Skills","Lugo, Galicia / Galiza, España",IONOS,Algo de responsabilidad,Jornada completa,Internet,"Análisis,Tecnología de la información",2021-05-18 16:26:59,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/incident-commander-at-twilio-inc-2541778827,Incident Commander,"Because you belong at Twilio The Who, What, Why And WhereTwilio is growing rapidly and seeking an Incident Commander! The Incident Commander is the decision-maker during a major incident; Delegating tasks and listening to input from subject matter specialists in order to bring the incident to resolution! They become the highest-ranking individual on any major incident call, regardless of their day-to-day rank. Their decisions made as commander are final.Who?Twilio is looking for an Incident Commander to lead all high priority incidents, in order to provide clear coordination, recruiting others to gather context/details. You will be delegating tasks across business units, roles and all levels of the company. You are always considering next steps and backup plans at every opportunity, in an effort to avoid getting stuck without any clear options to proceed and to keep things moving towards resolution Excellent verbal and written communication skills. Can communicate appropriately with customers at both technical and C Levels. Has high-level knowledge of how the different Twilio services interact with each other Ability to size-up a situation, assess the effectiveness of various tactics/strategies, and make rapid decisions on appropriate courses of action Has flexibility, and is able to listen to expert feedback, modifying plans on-the-fly as necessary Has been involved in multiple high-severity, high priority incident responses, either as a spectator or as an active participant Understands how to use The 5 Whys to ask questions that get to the real root of the problem Has certification(s) in Incident Management (CEIM), Security Incident Management (CSIRT), program management/project management, Six Sigma, Scrum, or similar Has gravitas, takes command, and is willing to kick people off a call to remove distractions, even if it's the CEO What?As an incident commander you will live the Twilio Magic: BE AN OWNER: Orchestrate all incident management responses for high priority incidents. Own the incident record, ensuring the accuracy of data across teams, products, timelines, root cause, severity, and customer impact DON’T SETTLE: Ensure all necessary teams are actively engaged in the impact assessment, triage, and remediation of incidents WRITE IT DOWN: Ensure timely and relevant communications and escalations are delivered to partners within SLA EMPOWER OTHERS: Lead all high severity incident post mortems and betterment identification, tracking, and delivery to help make all teams better. WEAR THE CUSTOMER’S SHOES: Ensure high-quality RFOs are delivered to customers within SLA. Manage significant customer escalations that do not rise to the level of a widespread outage. DRAW THE OWL: Diagnose and resolve process issues with customer critical issues that impede responsiveness Why?Building and retaining customer trust is our number 1 priority at Twilio. At no time is that trust more tested than when customers experience an outage (an incident in our terminology). Equally there is no greater opportunity to solidify customer trust when we respond appropriately to these situations. Incident command plays a pivotal role in managing incidents to preserve and build customer trust and therefore is a role crucial to us realizing our mission at Twilio.Twilio is a company that is empowering the world’s developers with modern communication in order to build better applications. Twilio is truly unique; we are a company committed to your growth, your learning, your development, and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We invest in weeks dedicated to tackling hard problems and creating your own ideas. We have a cultural foundation built on diversity, inclusion, and innovation and we want you and your ideas to thrive at Twilio.Where?We employ diverse talent from all over the world and we believe great work can be done anywhere. Around the world, Twilio offers benefits and perks to support the physical, financial, and emotional well being of you and your loved ones. No matter where you are based, you will experience a company that believes in small teams for maximum impact; seeks well-rounded talent to ensure a full perspective on our customers’ experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture that empowers everyone to do their best work and be the best version of themselves.About UsMillions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video and email by virtualizing the world’s communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world’s most demanding applications. By making communications a part of every software developer’s toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world’s largest organizations — to reinvent how companies engage with their customers.Twilio is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, or Veteran status and operate in compliance with the San Francisco Fair Chance Ordinance.",España,Twilio Inc.,No corresponde,Jornada completa,"Servicios y tecnologías de la información ,Internet,Telecomunicaciones","Otro,Tecnología de la información,Gestión",2021-05-18 16:26:05,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/enfermero-a-extracciones-turno-ma%C3%B1ana-at-quir%C3%B3nsalud-2541784036,Enfermero/a Extracciones Turno Mañana,"Con más de 80 centros en toda España, Quirónsalud es la compañía líder en España en prestación de servicios sanitarios. Contamos con expertos de prestigio internacional en el ámbito biomédico y con un gran equipo de profesionales sanitarios y no sanitarios que trabaja día a día con el fin de ofrecer la mejor calidad asistencial y especializada de nuestro país.En Quirónsalud queremos contar con el mejor talento profesional para seguir ofreciendo un servicio sanitario diferencial que se distinga por el cuidado de la salud persona a persona. Además de obtener una experiencia de gran valor en una compañía de prestigio, en Quirónsalud podrás formar parte de iniciativas realmente enriquecedoras, como nuestros programas de investigación o los planes personalizados de talento y desarrollo profesional, entre otras ventajas.Un importante paso en tu carrera que te ayudará a crecer, evolucionar y a impulsar tu trayectoria profesional de la mano del mayor grupo hospitalario de España.Buscamos incorporar Enfermero/a para realizar extracciones en horario de mañanas (De lunes a viernes de 08 a 10:30 en el Laboratorio Clinamat, Principe de Vergara 134.)Requisitos:-Titulado/a en Enfermería.-Experiencia en extracciones.-Incorporación inmediata.","Madrid, Comunidad de Madrid, España",Quirónsalud,Algo de responsabilidad,Temporal,"Sanidad, bienestar y ejercicio",Otro,2021-05-18 16:25:13,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/sales-specialist-native-swedish-speaker-at-talented-international-2555254761,Sales Specialist - Native Swedish Speaker,"Our client is a tight-knit team of smart, super passionate people who care about helping technology vendors grow their sales revenues globally by delivering world-class sales and marketing programs. They know that the key to growth is in a high-performing sales team and that’s why they are looking for a Business Development Consultant to join their Barcelona Office.As the first line of communication with prospects, ideal Business Development Consultants have a strong understanding of the sales process, excelling at researching leads, starting new relationships, and setting the Business Development team for success.This role offers many opportunities for upward mobility. The esteemed management training program provides personal development courses to impart relevant skills and prepares you for the next stage which can also include relocation to one (or more) of their offices globally if that’s what you want; Bournemouth, Toronto, Miami, Davao or Auckland. The starting salary range for this role is €25,000 – €30,000, in addition to commissions depending on performance.ObjectivesComprehensive understanding and leading to consumer research to identify how their solutions meet needs. (some of our clients include HPE, VMware, SAP...)Generate leads and build relationships by nurturing warm prospects and finding new potential sales opportunities.ResponsibilitiesUtilize SalesForce or similar CRM, cold calling, and email to generate new sales opportunitiesIdentify prospect's needs and suggest appropriate products/servicesSet up meetings or calls between (prospective) customers and Account ManagersRequired Skills and QualificationsNative in Swedish Language and High Level of English1 year of sales experience desiredStrong communication skills via phone and emailStrong desire and ability to move up within a sales organizationLegally authorized to work without restrictions","Barcelona, Cataluña, España",Talented International,Sin experiencia,Jornada completa,Desarrollo y comercio internacional,Otro,2021-05-18 16:24:24,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/comercial-de-espacios-publicitarios-at-ox%C3%ADgeno-comunicaci%C3%B3n-2549115171,Comercial de espacios publicitarios,"Buscamos Comerciales/Colaboradores para vender espacios publicitarios. Herramientas de trabajo facilitadas desde el primer dia, BackOffice propio e información diaria de todas las operaciones. Si tienes experiencia comercial no dudes en inscribirte a nuestro proyecto.","Murcia, Región de Murcia, España",Oxígeno Comunicación,,Media jornada,,,2021-05-18 16:24:35,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/solution-engineer-at-talkdesk-2555257457,Solution Engineer,"The Enterprise Sales Engineer (SE) is responsible for all technical, solution, and competitive aspects of the Talkdesk sales cycle. SE’s must be both sales focused and technically savvy. They must be successful selling to Channel and Alliances, as well as having a wide network with well known resellers. The SE will work, in conjunction with Sales, Marketing, and Product Managers, to be the technical bridge between our Sales Executives and Channel Partners. The SE will take ownership of the prime technical relationship with our prospects to drive customer satisfaction by proactively managing and delivering technical information.At Talkdesk, we are disruptive risk-takers, don't have a traditional way of doing things, and will do whatever it takes to build a product that improves customer experiences. Join the adventure and grow with us. With $268 million in funding and more than 1,800 customers, we’re revolutionizing the industry of contact centers. Join a hyper-growth company that's innovative, bold, and ambitious. Be a part of the future of technology and make an impact on an evolving industry. If you're a self-starter and hungry to learn, apply now and enjoy the ride.ResponsibilitiesDrive the development and delivery of on-site and virtual product demonstrationsPresenting the product to customers and at field events such as conferences, seminars, etc.Scope, manage and execute customer pilots and POCsRespond to functional and technical RFI/RFP requirements and mapping said requirements to the software solutionMust be willing to travel post COVID-19Requirements4-8 + years of Channel, Alliance or Reselling experience as a SE for a CRM, hosted contact center, VoIP/Telecommunications company or similar technologyBroad understanding of the contact or call center marketAbility to create custom demo environment for customer presentations with knowledge of HTML, SaaS web applications, or AWS (Amazon Web Services Infrastructure)In-depth knowledge of Customer Service Software, ITSM, Data Warehousing, Business Intelligence , Workforce Engagement Management, Artificial Intelligence is a plusB.S. Computer Science, Software Engineering, MIS or equivalent work experienceThe Talkdesk story hinges on empathy and acceptance. It is the shared goal among all Talkdeskers to empower a new kind of customer hero through our innovative software solution, and we firmly believe that the best path to success for our mission is inclusivity, diversity, and genuine acceptance. To that end, we will hire, promote, work along, cheer for, bond with, and warmly welcome into the Talkdesk family all persons without regard to ethnic and racial identity, indigenous heritage, national origin, religion, gender, gender identity, gender expression, sexual orientation, age, disability, marital status, veteran status, genetic information, or any other legally protected status.","Barcelona, Cataluña, España",Talkdesk,Sin experiencia,Jornada completa,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-18 16:23:43,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-comercial-metalworking-cleaning-at-kluthe-iberica-sau-2541779727,Técnico Comercial Metalworking & Cleaning,"En Kluthe estamos contratando un Técnico Comercial Metalworking and Cleaning ZONA NORTE#empleo #kluthe #metal #mecanizado➡️ ¿Tienes experiencia en mecanizado? ¿tienes experiencia en transformación de metales?Si tu respuesta es afirmativa entonces esta oferta puede ser interesante para ti.🌎 Territorio:Zona Norte (País Vasco /Cantabria/Navarra)👤Perfil:Técnico-comercial especializado en procesos de mecanizado y transformación de metales. Se valorará experiencia previa en la venta de productos lubricantes, detergentes, anticorrosivos, etc. Alto grado de desarrollo comercial con buen perfil técnico.📄Misión:-Prospección de mercado y desarrollo de la cartera de clientes-Consolidar y ampliar el volumen de negocio con los clientes actuales-Asistencia y asesoramiento técnico cualificado a los clientesGenerar propuestas de alto valor añadido💼 Requisitos:-Experiencia mínima de 3 años en el negocio del mecanizado y transformación de metales-Motivación por un proyecto de futuro con posibilidades de fuerte crecimiento-Capacidad de trabajo en equipo en un entorno multinacional-Responsable, emprendedor y organizado-Habituado a trabajar en entorno CRM👉Ofrecemos:Cartera de clientes e incorporación inmediata en Multinacional Alemana con contrato compuesto por un fijo + incentivos sobre las ventas + coche de empresa.Formación complementaria por parte de la empresa.","Navarra, Comunidad Foral de Navarra, España",KLUTHE IBERICA SAU,,Jornada completa,,,2021-05-18 16:23:50,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/solution-engineer-at-talkdesk-2555252929,Solution Engineer,"Together at Talkdesk, we’re building a future of brilliant customer interactions. We have the cleverness, curiosity, and grit to make us a team of customer heroes: thinkers, achievers, and dreamers who believe that our world-class SaaS platform can influence a new kind of customer interaction.Talkdesk started from a hackathon win and within five years has become one of the fastest growing companies in the world, a Gartner Magic Quadrant Visionary, and enabled 100,000,000+ customer interactions using our platform. With $124.5 million in backing from DFJ, Salesforce Ventures, Storm Ventures, and Viking Global Investors and supported by the successes of our 1,400+ customers from Peloton, IBM, Wounded Warriors Project, and MongoDB, Talkdesk is disrupting a $40+ billion stagnant market.We’re now looking for the new members of the Talkdesk family - those ambitious, driven, and collaborative individuals who thrive in a fast-paced environment and will push us to do even greater things together. If you would like to help us shape the future of Talkdesk, come along with us on our journey - your dream job is waiting!ResponsibilitiesWork in conjunction with Sales, Marketing, and Product Managers, to be the technical bridge between our Sales Representatives and their prospectsResponsible for all technical, solution, and competitive aspects of the Talkdesk sales cycle Take ownership of the prime technical relationship with our prospects to drive customer satisfaction by proactively managing and delivering technical information to our customers both onsite, online, and via telephoneResponsible for development and delivery of on-site and virtual product demonstrationsResponsible for representing the product to customers and at field events such as conferences, seminars, etc.Responsible for scoping, managing and executing customer pilots and POCsResponsible for working with the sales team to answer technical questionsAble to respond to functional and technical RFI/RFP requirements and mapping said requirements to the software solutionAble to convey customer requirements to Product ManagersMust be willing to travelQualifications4-8+ years of Mid-Market or Enterprise experience as a SE for a CRM, hosted contact center, VoIP/Telecommunications company or similar technologyMust be successful selling to Enterprise and Mid-Market executives, and convincing C-level and director level executives of the technical merits of the software solutionB.S. Computer Science, Software Engineering, MIS or equivalent work experienceBroad understanding of the contact or call center marketExcellent interpersonal, communication, persuasion, presentation and writing skillsMust be willing to work in a fast-paced startup environmentSuperior presentation skillsProficiency in using hosted contact center applications would be a distinct advantageKnowledge in web / scripting technologies, such as HTML, CSS, JavaScript, SaaS applications, Ruby on Rails, and / or Amazon Web Services InfrastructureOutstanding problem solving skills, including the ability to meet a business requirement with a technical solutionIn-depth knowledge of Customer Service Software, ITSM, Data Warehousing, Business Intelligence is a plus","Barcelona, Cataluña, España",Talkdesk,Sin experiencia,Jornada completa,"Servicios y tecnologías de la información ,Software,Internet","Ingeniería,Tecnología de la información",2021-05-18 16:23:00,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/contable-at-ceiba-hipotecaria-2541788826,Contable,"Necesitamos incorporar una persona para la gestión integral de la Contabilidad para nuestra cartera de sociedades.Buscamos una persona productiva que trabaje de forma autónoma y organizada con responsabilidad.Las tareas encomendada son la contabilidad, preparación de cierres anuales, confección de cuentas anuales, elaboración y presentación de impuestos, legalización de libros, depósito de cuentas, envíos telemáticos.La persona utilizara la plataforma Odoo siendo responsable de la contabilidad con su ciclo contable completo.Se ofrece un contrato indefinido a tiempo completo en empresa estable con excelente ambiente laboral. Incorporación inmediata.Salario Bruto: 18.000 - 24.000 € en función del perfil.Experiencia demostrable de al menos 3 años realizando funciones similares.- Experiencia mínima 3 años- Conocimientos necesarios- Contabilidad- Plan General Contable- ImpuestosRequisitos mínimos, haber realizado su trayectoria profesional en puestos similares.","Madrid, Comunidad de Madrid, España",Ceiba Hipotecaria,,Jornada completa,,,2021-05-18 17:53:07,2021-05-18 18:00:00
linkedin,https://es.linkedin.com/jobs/view/servicio-de-atenci%C3%B3n-al-cliente-at-grupo-cimd-2549118160,Servicio de atención al cliente,"AEQ Energía, la marca comercializadora de gas y electricidad de Wind to Market (Grupo CIMD) busca para su Servicio de Atención al Cliente en Madrid una persona que desee participar en un proyecto en crecimiento y que ofrece aprendizaje y desarrollo profesional: Funciones destacadas:Atención telefónica a canales comerciales en la preventa de suministro de electricidad y gas:Solventar las dudas que puedan surgir a los canales comerciales sobre el proceso de preventa comercial de contratación de clientes.Analizar las incidencias reportadas.Gestionar internamente con los departamentos correspondientes la resolución de las incidencias.Gestión los servicios de valor añadido con los canales comerciales, proveedores y departamentos internos.Apoyo en la atención al cliente y canal comercial en la postventa (resolver dudas e incidencias).  Habilidades deseadas:Conocimiento de los procesos de contratación y facturación del suministro de electricidad y gas.Experiencia en uso de herramientas ofimáticas (Excel, Outlook).Deseable conocimiento o experiencia en uso de plataformas de gestión CRM o ERP.Persona resolutiva, ágil y con ganas de aprender.Orientación al cliente y canales comerciales, paciente y sociable.Un año de experiencia en puestos con funciones similares. Ofertamos un contrato  indefinido y las condiciones económicas  en función de vália de candidato y beneficios sociales de la empresa( Seguro médico y seguro de vida). ","Madrid, Comunidad de Madrid, España",Grupo CIMD,Intermedio,Jornada completa,"Energía renovable y medio ambiente,Servicios medioambientales","Atención al cliente,Gestión de productos",2021-05-18 16:22:08,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/sp%C3%A9cialiste-en-marketing-at-business-2555257421,Spécialiste en marketing,Holaa cómo estás?Estoy buscando candidatos y candidatas que quieran trabajar en el área de redes sociales y marketing No se requiere tener un títuloSolo ser mayor de 18 añosSe paga por día No hay horarios fijos de trabajo,"Madrid, Comunidad de Madrid, España",Business,,Jornada completa,,,2021-05-18 16:22:19,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/medical-department-business-development-manager-ivd-at-spring-professional-2549117282,Medical Department & Business Development Manager- IVD,"Desde Spring Professional Life Sciences nos encontramos en búsqueda de una posición transversal para una compañía biotecnológica y de IVD. Esta posición es el responsable de las operaciones diarias relacionadas con los estudios clínicos que lleva a cabo la empresa, así como de la salida a mercado de los productos derivados de los mismos.Se trata de una posición transversal, que enlaza la parte más técnica con la estrategia comercial de la empresa y, por ello, trabaja en constante colaboración con la dirección y el resto de los departamentos para asegurar que los esfuerzos en estos ámbitos se lleven a cabo de forma coordinada y coherente con la estrategia general. Sus responsabilidades principales se listan a continuación:· Team Management/gestión de equipos:o Consolidación del departamento de investigación clínica y acceso al mercado.o Análisis y presentación de las necesidades de recursos humanos, formación y contrataciones externas, a dirección.o Supervisión y seguimiento de objetivos, motivación y tareas de los miembros del equipo.o Coordinación del equipo en caso de bajas y/o vacaciones.o En caso de nuevas incorporaciones: Selección, contratación y formación de personal.· Comunicación y diseminación:o Gestión de publicaciones científicas, en coordinación con departamento de I+D, CSO y ventas Corporate.o Comunicación y búsqueda de KOLs.o Organización de reuniones y comités con KOLs.· Coordinación y gestión de estudios clínicos:o Supervisión de actividades de monitorización realizadas por monitores (CRAs) de los estudios: documentos regulatorios, requisitos éticos, revisión de historias clínicas, reclutamiento, informes de visita de los centros.o Gestión de presupuestos y contratación en coordinación con equipo financiero.o Comunicación con centros y principales investigadores participantes, en coordinación con CSO.o Búsqueda de cohortes prospectivas y retrospectivas mediante biobancos, empresas externas y nuevos centros de investigación.· Desarrollo de producto:o Desarrollo y gestión de datos generados en los estudios en coordinación con equipo de análisis de datos y CSO.o Evaluación comercial de productos: en trámite y futuros.o Análisis de las necesidades de biomarcadores e IVD en la práctica clínica.o Vigilancia y revisión de competidores.o Desarrollo de la futura estrategia de lanzamiento al mercado de nuevo productos, en coordinación con equipo de ventas.o Coordinación de gestiones regulatorias, en coordinación con CMO, equipo de calidad y Administración. Principal contacto con consultores externos de regulatory.· Financiación de la empresao Creación y actualización de materiales para potenciales inversores.o Búsqueda de subvenciones; financiación no-dilutivao Coordinación de proyectos en coordinación con CSOo Apoyo a gestión de deducciones I+D anualeso Apoyo en comunicación con inversores privados· Protección de la propiedad intelectualo Co-responsable de estrategia de propiedad intelectualo Principal contacto con consultores externoso Apoyo en estrategia de secreto industrial liderado por el director Competencias requeridas para el puesto:· Experiencia: Experiencia en ventas, gestión y conocimiento técnico-científico del sector.· Lenguas: Nivel profesional de inglés y español. El conocimiento de otras lenguas es altamente deseable.· Cualificaciones académicas: Licenciatura en ciencias de la salud, preferiblemente de tipo clínico. Máster en administración de empresas (MBA o similar).· Competencias personales: Proactivo, dinámico, organizado, altamente motivado, resolutivo; con atención al detalle, habilidades analíticas y capacidad de gestionar equipos.· IT skills: Alto nivel de manejo de paquete Microsoft office (especialmente herramientas PowerPoint, Excel, Word y Outlook).· Otras competencias:Habilidades de comunicación escrita y oral excelentes: debe de ser capaz de entender, asimilar y comentar tanto textos jurídicos como publicaciones científicas en ambos idiomas (inglés y español).Habilidades de conceptualización y creatividad: capacidad de convertir ideas en conceptos creativos de fácil comprensión para el público general.¿Te interesa? ¿Crees que puedes encajar en este rol? ¡Inscríbete y me pondré en contacto contigo con más información!",Madrid y alrededores,Spring Professional,Director,Jornada completa,Biotecnología,"Gestión,Investigación,Ciencias",2021-05-18 16:22:27,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/digital-project-manager-at-claire-joster-2549117179,Digital Project Manager,"Nuestra misión es ayudar a que las personas encuentren su trabajo ideal, y que las empresas encuentren a los candidatos idóneos, en el menor tiempo posible. Estamos acelerando y dinamizando el proceso de reclutamiento gracias a una experiencia 100% móvil para empresas y candidatos, y con nuestra versión web exclusiva para empresas.Empresa muy importante y uno de los líderes en el sector de la fotografía y de la óptica, ha abierto esta oportunidad laboral como DIGITAL PROJECT MANAGER:Requisitos: Comunicación excelente tanto en lenguaje como een escritura, con experiencia solida en project managment de atracción de clientes y proyectos internos end to endExperiencia demostrada en definición e implementación de proyectos de cierta complejidad idealmente dentro de la industria digital.Experiencia en la entrega de proyectos complejos de transformación comercial técnica de cara al cliente desde el inicio hasta las operaciones en vivo. El candidato debe poder demostrar la capacidad de trabajar con múltiples tareas, presiones de tiempo y delegar tareas.Muy valorable si se ha tenido experiencia en desarrollo anterior, familiarizado con las aplicaciones y los servicios de comunicaciones del cliente.Experiencia relevante en la gestión de proyectos.Experiencia en el rol de cara al clienteExperiencia en la prestación de servicios complejos y sensibles al tiempo, idealmente relacionada con la impresión de producción y el desarrollo de software .Conocimiento de los estándares de calidad empresarial, incluida la comprensión de al menos una metodología, p. Ej. ISO 9000.Funciones:Implementaciones de proyectos de nuevos clientes, Proyectos de mejora de procesos enclientes y nuevos proyectos de prestación de servicios a clientes existentes.Colaboración estrecha con equipos de gestión de proyectos de clientes para ofrecer de forma eficaz una subcontratación compleja y multifacéticaServir de enlace con las partes interesadas del cliente, participando en actividades consultivas de preventa, desarrollo de propuestas de subcontratación y especificación funcional.Prestar especial atención a la gestión de cambios, flujos de trabajo de procesos, procesos de finalización de documentación, planificación de recursos, gestión presupuestaria, planificación de pruebas y proveedores.Encargado la documentación del proyecto, incluida la técnica y funcional, documentación del proceso, documentación del proyecto, informes de las partes interesadas y comunicación de las expectativas del proyecto a los miembros del equipo y las partes interesadas de manera oportuna y claraPriorizar proyectos para el equipo de la plataforma digital, definir y abarcar todos los proyectos, trabajar con el líder del equipo para cuantificar el esfuerzo, trabajar con Operaciones para priorizar en función del impacto, los ingresos, el riesgo, etc.Informes de uso de recursos para respaldar la facturación del cliente y los informes del esfuerzo general de la plataforma digital y facturación.Se ofrece:Contrato temporal de 1 año con posibilidad de contratación indefinidaTeletrabajo. La persona puede estar ubicada en Madrid o Barcelona.Salario competitivoSi consideras que encajas en el perfil, no lo dudes, inscríbete y recibirás una llamada con todos los detalles","Barcelona, Cataluña, España",Claire Joster,Algo de responsabilidad,Jornada completa,Dotación y selección de personal,"Ingeniería,Tecnología de la información",2021-05-18 16:21:34,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-senior-de-log%C3%ADstica-y-compras-at-michael-page-2541777776,Técnico Senior de Logística y Compras,"Importante compañía del sector metal precisa incorporar un técnico de logística y compras.Detalles del clienteCompañía del sector metal ubicada en Zaragoza.Descripción de la ofertaLa persona seleccionada se responsabilizará de las siguientes funciones:Realización de compras de materias primas y utillajes.Control de stock, inventario y almacén.Gestión de proveedores y negociación de precios.Perfil del candidatoEl perfil seleccionado deberá cumplir con los siguientes requisitos:Grado universitario.Nivel de inglés C1.Experiencia demostrable en compras.Perfil analítico con capacidad de adaptación a entornos cambiantes e iniciativa.Oferta de empleoLa persona seleccionada pasará a formar parte de la plantilla con un contrato indefinido en una empresa puntera del sector en Aragón.","Zaragoza, Aragón, España",Michael Page,Algo de responsabilidad,Jornada completa,Ingeniería industrial o mecánica,"Distribución,Compras,Cadena de abastecimiento",2021-05-18 16:21:41,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/asesor-a-de-ventas-b2b-at-domingo-alonso-group-2549115325,Asesor/a de Ventas B2B,"En Domingo Alono Group buscamos una persona que se una a nuestro equipo en Las Palmas de Gran Canaria desempeñando funciones como Asesor/a de Ventas B2B de la marca Citroën.¿Quién NOS ENCAJA en este puesto?Una persona organizada que disfrute trabajando de forma autónoma y sienta una gran motivación por alcanzar altos objetivos de venta, que gestione adecuadamente la frustración de recibir un ""no"" y que sea capaz de cerrar acuerdos con los clientes a través de propuestas personalizadas y de valor.¿Cuáles serían tus RESPONSABILIDADES?En tu día a día estarás en la calle visitando empresas, organismos y asociaciones para ofertar toda nuestra gama de productos. Para ello, será fundamental que primero aprendas y domines nuestros productos y precios.Además, compaginarás visitas concertadas previamente con el cliente con hacer prospección pura a puerta fría.¿Qué te OFRECEMOS?Formar parte de un grupo empresarial líder en el sector de la automoción.Trabajar en un entorno tecnológico e innovador donde poder aportar todas las ideas y mejoras que se te ocurran.Posibilidad de desarrollo profesional.Formación continua.REQUISITOS MÍNIMOS:Experiencia previa en ventas a puerta fría.Manejo de hojas de cálculo (ej. Excel) y aplicaciones ofimáticas nivel usuario.Carnet de conducir B.Disponibilidad para viajar entre islas.Aunque no son requisitos indispensables, también valoramos:Experiencia previa a puerta fría en el sector de la automoción.","Las Palmas de Gran Canaria, Canarias, España",Domingo Alonso Group,No corresponde,Jornada completa,"Sector automovilístico,Venta al por menor,Ingeniería industrial o mecánica","Ventas,Atención al cliente,Negocios",2021-05-18 16:21:48,2021-05-18 17:00:00
linkedin,https://es.linkedin.com/jobs/view/%C3%B3ptico-at-multi%C3%B3pticas-2549118090,Óptico,-Grado en Óptica y Optometría.-Se valorará experiencia previa. -Auxiliar de óptica.,"Badajoz, Extremadura, España",Multiópticas,,Jornada completa,,,2021-05-18 16:20:54,2021-05-18 17:00:00
