titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
MANTENEDORES DE EDIFICIOS;Burgos;2023-10-25;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320523'>Oficina Virtual</a></p>;;ECYL;1179297429124;Aranda de Duero;41.67027;-3.68877;09;1285326783950;2023-10-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326783950/Empleo;41.67026999906295, -3.68877
TÉCNICOS EN TELECOMUNICACIONES;Soria;2023-10-25;"<p>Se buscan trabajadores para realizar la instalación de cableado estructurado (cable UTP), tomas de datos en cajas de suelo o pared, con toma para enchufe.
Instalación de armarios/rack, conexionado, instalación de bandejas, latiguillos,?
CONTRATO TEMPORAL, JORNADA COMPLETA.
Funciones: 
? Realización de instalaciones de cableado estructurado
? Interlocución con empresas subcontratadas y centros de trabajo 
? Resolución de problemas durante la ejecución de la obra.
? Realizar la comprobación de la obra ejecutada.
? Asegurar la calidad de ejecución de los trabajos según los planos facilitados por el jefe de proyecto
? Coordinar las empresas subcontratadas de forma óptima y llevar seguimiento de los trabajos realizados por cada uno
? Optimización de recursos materiales de la obra. 
iNTERESADOS enviar CV a mjsanz.emurtel@grupoetra.com</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320940'>Oficina Virtual</a></p>";;ECYL;1179469197687;Soria;41.76443;-2.463772;42;1285326783631;2023-10-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326783631/Empleo;41.7644299990626, -2.463772
ASESORES DE EMPRESAS;León;2023-10-25;"<p>Asesor/consultor de empresas para León. Título de grado, ingeniería o master (Ingeniería Informática o Industrial, LADE, Derecho, Economía, Marketing e Investigación de Mercados, Comercio Internacional, Finanzas, o similar) Se valora master MBA.
Manejo de Office. Contrato indefinido, jornada completa. Contactar con Oficina de Empleo León Centro, teléfono 987249530 (Sección Ofertas)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320925'>Oficina Virtual</a></p>";;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285326712472;2023-10-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326712472/Empleo;42.59872999905995, -5.5670958
PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS);León;2023-10-24;"<p>INGENIEROS O INGENIEROS TÉCNICOS INDUSTRIALES, DE MATERIALES, NAVAL, EN AUTOMÁTICA Y ELECTRÓNICA INDUSTRIAL, EN DISEÑO INDUSTRIAL
CON MASTER DE FORMACIÓN DEL PROFESORADO O CAP</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320892'>Oficina Virtual</a></p>";;ECYL;1179297888504;Ponferrada;42.549995;-6.598259;24;1285326422176;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326422176/Empleo;42.54999499906009, -6.598259
PROFESORES TÉCNICOS DE FORMACIÓN PROFESIONAL (ELECTRICIDAD Y ELECTRÓNICA);León;2023-10-24;"<p>PROFESOR FP ciclos formativos de FP de grado medio de Instalaciones de Telecomunicaciones y de Instalaciones Eléctricas y Automáticas.
INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (CFGM): 
- Automatismos Industriales 1º (8h)
- Instalaciones Domóticas 2º (6h)
INSTALACIONES DE TELECOMUNICACIONES (CFGM):
- Equipos Microinformáticos 1º (5h)
- Instalaciones Domóticas 2º (6h) 
CONTRATO INDEFINIDO / JORNADA COMPLETA (8:30 A 14:30)
REQUISITOS:
- Graduado en ingeniería eléctrica, ingeniería electrónica industrial o ingeniería equivalente para los ciclos formativos citados
- Máster del profesorado / CAP
INTERESADOS QUE CUMPLAN CON LOS REQUISITOS, LLAMAR AL 987 249530 (SECIÓN DE OFERTAS - OFICINA DE EMPLEO DE LEÓN CENTRO)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320887'>Oficina Virtual</a></p>";;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285326385133;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326385133/Empleo;42.59872999905995, -5.5670958
TRABAJADORES SOCIALES;Palencia;2023-10-24;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320875'>Oficina Virtual</a></p>;;ECYL;1179298073960;Cervera de Pisuerga;42.86689;-4.499293;34;1285326359351;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326359351/Empleo;42.866889999059254, -4.499293000000001
ENFERMEROS DE CUIDADOS GENERALES;Valladolid;2023-10-24;"<p>NÚMERO DE OFERTA 08/2023/19927 - ENFERMERO/A para residencia de personas mayores ubicada en Valladolid capital -zona Plaza del Ejército-
CARACTERÍSTICAS DEL CONTRATO: 
- Contrato Indefinido.
- Jornada Laboral Completa.
- Horario: De lunes a viernes, de 7:00-15:00.
- Salario: 35.000 euros brutos/anuales.
Funciones: 
- Cubrir las necesidades asistenciales y de cuidados de enfermería de los/as usuarios/as.
- Garantizar la seguridad y continuidad de cuidados de los/as usuarios/as.
INTERESADOS: Vincularse a través de la Oficina Virtual o contactar con Oficina de Empleo San Pablo - Ofertas. Teléfono: 983259854 - Opción 2.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320845'>Oficina Virtual</a></p>";;ECYL;1179469311668;Valladolid;41.652252;-4.724532;47;1285326359229;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326359229/Empleo;41.65225199906301, -4.724532000000001
MÉDICOS, MEDICINA GENERAL;Segovia;2023-10-24;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320853'>Oficina Virtual</a></p>;;ECYL;1179298428248;Cuéllar;41.401096;-4.314916;40;1285326312443;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326312443/Empleo;41.401095999064005, -4.314915999999999
CARPINTEROS DE ALUMINIO, METÁLICO Y PVC;León;2023-10-24;<p>OFERTA 19939 DE CARPINTERO METALICO Y PVC (OFICIAL 2ª) PARA VALDEFRESNO. CONTRATO INDEFINIDO. JORNADA COMPLETA. NECESARIO PERMISO DE CONDUCIR CLASE B Y COCHE. INTERESADOS/AS LLAMAR DE 9 A 14 A OFICINA DE EMPLEO LEON II (SERNA) 987215200.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320857'>Oficina Virtual</a></p>;;ECYL;1179297967519;Valdefresno;42.594204;-5.493184;24;1285326312338;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326312338/Empleo;42.594203999059964, -5.493184
Proceso de estabilización de empleo temporal en Mancomunidad de Servicios de Barco y Piedrahita (Ávila);Ávila;2023-10-24;"<p><strong>Convoca</strong>: Mancomunidad de Servicios de Barco y P&icirc;edrahita<br /><br /><strong>Cuerpo</strong>: PEON/A RECOGEDOR</p>
<p><strong>Plazas</strong>: 1</p>
<p><strong>Acceso:</strong> Concurso</p>
<p><strong>Titulación</strong>: Graduado escolar o equivalente<br /><br /><strong>Plazo:</strong> 22 de noviembre de 2023</p>
<p><br /><strong>Observaciones: </strong></p>
<p>Estabilización de empleo temporal </p>
<p><br />Presentar solicitud junto con fotocopia DNI, titulación y méritos según convocatoria.</p><p><strong>Información obtenida de: </strong>Empleo público. BOP Ávila 19/12/2022; BOE 24/10/2023</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/TTQxOWQzRHJLbTJCYVN4TXpSeGtOUXRHWkxsaHFlUUh0V0FiZ25mcWtDND0%3D' target='_blank'>Pincha aquí para ver la convocatoria</a></li><li><a href='https://www.boe.es/boe/dias/2023/10/24/pdfs/BOE-A-2023-21806.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";;Organismo oficial;1179297192481;Ávila;40.656685;-4.6812086;05;1285326259901;2023-10-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326259901/Empleo;40.65668499906735, -4.6812086
TRABAJADORES SOCIALES;León;2023-10-23;"<p>OFERTA 19908 DE TRABAJADOR O EDUCADOR SOCIAL PARA EMPRESA EN LEON. CONTRATO INDEFINIDO, JORNADA PARCIAL DE 10 A 14 DE LUNES A JUEVES Y DE 16:45 A 20 EL VIERNES 
SE REQUIERE TITULACION DE TRABAJADOR SOCIAL O EDUCADOR SOCIAL
TENER EXPERIENCIA LABORAL ACREDITABLE DE AL MENOS 1 AÑO REALIZANDO FUNCIONES SIMILARES A LAS DEL PUESTO ESPECIALMENTE EN LO REFERENTE A LA ELABORACIÓN DE PROYECTOS SOCIALES. TENER EXPERIENCIA EN ONG?S
INTERESADOS/AS PONERSE EN CONTACTO CON LA OFICINA DE EMPLEO SERNA. TF.987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320826'>Oficina Virtual</a></p>";;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285326053847;2023-10-23;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285326053847/Empleo;42.59872999905995, -5.5670958
Camarero;Salamanca;2023-10-23;"<p>Se necesita <strong>CAMARERO </strong>con experiencia en barra y comedor.</p>
<p>Teléfono<strong> 629228008.</strong></p>
<p>Información procedente de:<strong> 'La Gaceta de salamanca'</strong></p>";;Internet / Prensa;;;;;;1285325978302;2023-10-23;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325978302/Empleo;
Conductor;Palencia;2023-10-23;"<p>Talleres Martín Amezua. Se busca <strong>conductor</strong>, para fines de semana. 1.600 euros/mes.</p>
<p>Teléfono <strong>608684790.</strong></p>
<p>Información procedente de: <strong>'El Diario Palentino'</strong></p>";;Internet / Prensa;;;;;;1285325967542;2023-10-23;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325967542/Empleo;
EMPLEADOS ADMINISTRATIVOS DE CONTABILIDAD, EN GENERAL;Palencia;2023-10-20;"<p>INNOTEC CENTRO ESPECIAL DE EMPLEO, en Venta de Baños necesita cubrir un puesto de TECNICO EN COTABILIDAD
CONTRATO LABORAL INDEFINIDO - JORNADA COMPLETA
CERTIFICADO DISCAPACIDAD 33 %
EXPERIENCIA 12 MESES
FUNCIONES:
- Llevar a cabo la contabilidad de la Empresa
- Preparación de estado financiero y sus correspondientes reportes contables.
- Contribuir a la elaboración del presupuesto y análisis de costes
NIVEL FORMATIVO: estudios relacionados con el puesto ofertado
Carnet de Conducir tipo B</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320766'>Oficina Virtual</a></p>";;ECYL;1179298060901;Venta de Baños;41.920933;-4.4887385;34;1285325574518;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325574518/Empleo;41.92093299906204, -4.4887385
MECÁNICOS DE MANTENIMIENTO INDUSTRIAL;Palencia;2023-10-20;"<p>SE PRECISA PARA EMPRESA DE VENTA DE BAÑOS (INNOTEC) UN PUESTO DE MECÁNICO DE MANTENIMIENTO INDUSTRIAL - ELECTROMECANICOS DE MANTENIMEINTO INDUSTRIAL (MANTENIMIENTO Y REPARACIÓN GENERAL)
CONTRATO INDEFINIDO - JORNADA COMPLETA
REQUISITOS: CERTIFICADO DE DISCAPACIDAD 33 %
SALARIO: 18.200 euros
GRAN OPORTUNIDAD DE DESARROLLO PROFESIONAL - PERSONAL.
FUNCIONES: Diagnosticar y solucionar problemas mecánicos que puedan surgir.
Realización del mantenimiento y puesta a punto de maquinaria.
Inspeccionar el correcto estado y garantía de los equipos.
Permiso de conducir: tipo B
Valorable conocimientos en electricidad.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320753'>Oficina Virtual</a></p>";;ECYL;1179298060901;Venta de Baños;41.920933;-4.4887385;34;1285325492196;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325492196/Empleo;41.92093299906204, -4.4887385
Oficiales de fontanería, albañilería y pintura;Salamanca;2023-10-20;"<p>Se necesitan <strong>oficiales de fontanería, albañilería y pintura</strong> para Salamanca y provincia.<br />
Mandar currículum a <strong>empresabuscaoficiales@gmail.com.</strong></p>
<p>Información procedente de:<strong> 'La Gaceta de salamanca'</strong></p>";;Internet / Prensa;;;;;;1285325454320;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325454320/Empleo;
CONDUCTORES DE AUTOBÚS, EN GENERAL;Valladolid;2023-10-20;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320701'>Oficina Virtual</a></p>;;ECYL;1179469311668;Valladolid;41.652252;-4.724532;47;1285325452965;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325452965/Empleo;41.65225199906301, -4.724532000000001
Trabajador finca porcino;Valladolid;2023-10-20;"<p>Necesito <strong>trabajador</strong>. <strong>Finca porcino</strong>. Ofrezco vivienda provincia Zamora.<br />
Teléfono de contacto: <strong>618197407</strong></p>
<p>Información procedente de: <strong>'El Norte de Castilla'</strong></p>";;Internet / Prensa;;;;;;1285325443592;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325443592/Empleo;
Matrimonio de guardeses;Palencia;2023-10-20;"<p>Se precisa <strong>matrimonio de guardeses</strong>, para realizar tareas de mantenimiento y limpieza, en una finca de Madrid. Se requiere experiencia demostrable.<br />
Interesados enviar currículum a: <strong>guardacasa2@gmail.com.</strong></p>
<p>Información procedente de: <strong>'El Norte de Castilla'</strong></p>";;Internet / Prensa;;;;;;1285325431014;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325431014/Empleo;
MÉDICOS, MEDICINA GENERAL;Salamanca;2023-10-20;"<p>Se necesita MÉDICO/A, para puesto de trabajo en Residencia de CASTELLANOS DE VILLIQUERA (SALAMANCA).
Se ofrece contratación indefinida a jornada parcial de 13 HORAS SEMANALES.
Interesados ponerse en contacto con la Oficina de Empleo de San Quintín en el teléfono 923.267061-Ext. 852347 o enviar CV a sanbarso@jcyl.es</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320734'>Oficina Virtual</a></p>";;ECYL;1179298271386;Castellanos de Villiquera;41.052246;-5.694331;37;1285325415359;2023-10-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325415359/Empleo;41.05224599906549, -5.694331
PROFESORES DE IDIOMAS, EN GENERAL;Burgos;2023-10-19;<p>Profesor de Alemán para escuela oficial de idiomas de Miranda de Ebro. 6 horas /semana . Imprescindible Master de profesorado /CAP/Experiencia docente. Interesados email ecylmiranda @jcyl.es o llamar 947320408 extensión 821928</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319434'>Oficina Virtual</a></p>;;ECYL;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285325201600;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325201600/Empleo;42.67906599905973, -2.9675572
CONDUCTORES DE CAMIÓN CON REMOLQUE Y/O DE TRACTOCAMIÓN;León;2023-10-19;"<p>SE NECESITA CUBRIR 1 PUESTO DE CONDUCTOR DE CAMIÓN CON BAÑERA PARA RUTA NACIONAL.
SE OFRECE: CONTRATO INDEFINIDO A JORNADA COMPLETA
PERSONAS INTERESADAS EN OFERTA Nº 19789 CONTACTAR CON O.E BEMBIBRE TLF 987 511 461 EN HORARIO DE 9:00 A 14:00 H</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320707'>Oficina Virtual</a></p>";;ECYL;1179297775135;Bembibre;42.617176;-6.4186482;24;1285325200755;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325200755/Empleo;42.6171759990599, -6.4186482
TRABAJADORES AGROPECUARIOS;Palencia;2023-10-19;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320676'>Oficina Virtual</a></p>;;ECYL;1179298106069;Pedrosa de la Vega;42.481705;-4.746511;34;1285325065214;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285325065214/Empleo;42.48170499906026, -4.746510999999999
Administrativo/a con inglés para Cubo de Benavente (Zamora);Zamora;2023-10-18;"<p><em>Adecco</em> selecciona un/a <strong>ADMINISTRATIVO/A CON INGLÉS</strong> para empresa dedicada a la comercialización de artículos de ferretería ubicada en Cubo de Benavente (Zamora).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Gestionar la comunicación con clientes del mercado asiático</li>
<li>Llevar registros contables en hojas de Excel</li>
<li>Supervisar el cumplimiento de plazos en procedimientos administrativos</li>
<li>Atención al cliente</li>
<li>Gestión de pedidos</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Estudios relacionados con el puesto</li>
<li>Experiencia mínima de 1 a 3 años en puestos similares</li>
<li>Nivel B2 de inglés</li>
<li>Usuario/a avanzado/a de Ms Office</li>
<li>Orientación al cliente, habilidades comunicativas y capacidad de organización y planificación</li>
<li>Carné de conducir y vehículo propio</li>
</ul>
<p><strong>Se ofrecen:</strong></p>
<ul>
<li>Contrato indefinido directamente con la empresa</li>
<li>Jornada completa de lunes a viernes</li>
<li>Turno partido de 8:30 a 13:30 y de 15:30 a 18:30 horas</li>
<li>Ambiente de trabajo dinámico y colaborativo</li>
<li>Remuneración según convenio</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='http://www.adecco.es' target='_blank'>http://www.adecco.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.adecco.es/oferta-trabajo/administrativoa-con-ingles?ID=fc3645fa-b804-40b0-853c-df74378312c8' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100166' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469357005;Cubo de Benavente;42.124527;-6.166081;49;1285324823271;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823271/Empleo;42.12452699906135, -6.166081
Oficial/a de producción carretillero/a para San Pedro del Arroyo (Ávila);Ávila;2023-10-18;"<p style='text-align: justify;'><em>Epos Spain (Grupo Proman)</em> selecciona a un/a <strong>OFICIAL/A DE 1 DE PRODUCCIÓN - CARRETILLERO/A</strong> para importante empresa de la provincia de Ávila, con centro de trabajo ubicado en San Pedro del Arroyo.</p>
<p style='text-align: justify;'><strong>Funciones:</strong></p>
<ul style='text-align: justify;'>
<li>Conocer y realizar correctamente los procesos de la planta</li>
<li>Inspección visual de materia prima a procesar</li>
<li>Solución de incidencias</li>
<li>Manejo de carretillas elevadoras</li>
</ul>
<p style='text-align: justify;'><strong>Requisitos:</strong></p>
<ul style='text-align: justify;'>
<li>Carnet de carretilla en vigor (=formación de los últimos años)</li>
<li>Experiencia previa en planta productiva</li>
<li>Manejo de carretilla frontal y retráctil</li>
<li>Formación Profesional</li>
<li>Inglés nivel medio</li>
<li>Mínimo 3 años de experiencia</li>
<li>Conocimiento básico Sistema HACCP</li>
<li>Conocer los procedimientos de recepción, almacén, producción y expedición</li>
</ul>
<p style='text-align: justify;'><strong>Se ofrece</strong>:</p>
<ul style='text-align: justify;'>
<li style='text-align: justify;'>Contrato inicial por ETT con posterior paso a plantilla</li>
<li style='text-align: justify;'>Jornada completa</li>
<li style='text-align: justify;'>Turnos de mañana, tarde y noche (cada 15 días)</li>
<li style='text-align: justify;'>Salario 27.000euros bruto/año</li>
</ul>
<p style='text-align: justify;'><strong>Para solicitar</strong>:</p>
<ul>
<li style='text-align: justify;'>En el <strong>enlace</strong> adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta</strong>.</li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='http://www.iberempleos.es' target='_blank'>http://www.iberempleos.es</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.iberempleos.es/oferta-empleo/san-pedro-del-arroyo/oficial-1-carretilleroa-san-pedro-del-arroyo-7442529?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100225' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297269061;San Pedro del Arroyo;40.80069;-4.870896;05;1285324823131;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823131/Empleo;40.800689999066655, -4.870896
Técnico/a calidad para San Cristóbal de Entreviñas (Zamora);Zamora;2023-10-18;"<p><em>Avícola Galocha</em> precisa de un/a <strong>TÉCNICO/A CALIDAD</strong> para su planta sita en el Polígono Industrial de San Cristóbal de Entreviñas (Zamora).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Controlar y supervisar el cumplimiento de los procesos y de las buenas practicas de fabricación</li>
<li>Dar soporte a la implantación y seguimiento del sistema de análisis de peligros y puntos críticos (HACCP), así como en el plan de higiene</li>
<li>Colaborar en la validación de los procesos</li>
<li>Controlar indicadores de calidad de procesos y de producto</li>
<li>Coordinar y planificar los controles microbiológicos/físicos/químicos de producto, superficies y aguas</li>
<li>Realizar la formación en Seguridad Alimentaria</li>
<li>Supervisar el proceso de limpieza</li>
<li>Supervisar buenas practicas de manipulación</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Grado en Ciencia y Tecnología de los Alimentos o en Ingeniería Agroalimentaria (o similar)</li>
<li>Se valorará un mínimo de experiencia o prácticas en industria agroalimentaria</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido</li>
<li>Jornada completa</li>
<li>Horario intensivo de lunes a viernes</li>
<li>Salario según formación, experiencia y valía del candidato</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/san-cristobal-de-entrevinas/tecnico-calidad/of-i83290c12e54a4f832b9acbbc7a3519?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100276' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469435125;San Cristóbal de Entreviñas;42.048084;-5.634313;49;1285324822904;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822904/Empleo;42.04808399906161, -5.634313000000001
